participant_id,choice_id1,choice_id2,winner_id,choice1_text,choice2_text
gpt-5.1,2,54,54,What specifically does it mean to be a bad judge and how should this be managed?,"Where there is a desire to generate overall evaluations as well as multiple subcomponent evaluations that are meant to be constituative of that overall evaluation, what are the best data collection and analysis practices for simultaneously generating these, while maintaining internal consistency?"
gpt-5.1,2,55,55,What specifically does it mean to be a bad judge and how should this be managed?,"What are the best strategies for structuring a data collection that exposes individual raters to repeated pairs and/or sets of pairs that can reveal intransitivity and instability, in order to assess the reliability of individual raters and distinguish variation within rater from variation across raters?"
gpt-5.1,2,56,56,What specifically does it mean to be a bad judge and how should this be managed?,"Can CJ be used to evaluate the consistency in marking between groups, rather than consistency between judges being used as a reliability metric?"
gpt-5.1,2,57,2,What specifically does it mean to be a bad judge and how should this be managed?,Could CJ be used as a professional development tool?
gpt-5.1,2,58,58,What specifically does it mean to be a bad judge and how should this be managed?,What cognitive strategies do judges use when making pairwise comparisons?
gpt-5.1,2,59,2,What specifically does it mean to be a bad judge and how should this be managed?,What impact does the length of stimuli have on judgements?
gpt-5.1,2,60,2,What specifically does it mean to be a bad judge and how should this be managed?,"Does CJ become less effective with stimuli with multiple pages (i.e., not presented side-by-side)?"
gpt-5.1,2,61,61,What specifically does it mean to be a bad judge and how should this be managed?,How can we improve how the uncertainty/validity/reliability of scaled rankings is interpreted by end-users?
gpt-5.1,2,62,62,What specifically does it mean to be a bad judge and how should this be managed?,How can covariates be incorporated into comparative judgement models?
gpt-5.1,2,63,63,What specifically does it mean to be a bad judge and how should this be managed?,How can we identify latent groups or clusters of items through comparative judgement data?
gpt-5.1,2,64,64,What specifically does it mean to be a bad judge and how should this be managed?,How do comparative judgement methods scale to large numbers of items or sparse comparison designs?
gpt-5.1,2,65,65,What specifically does it mean to be a bad judge and how should this be managed?,"Is there more information in CJ data than a single 1d scale? (Both theoretical questions about whether/how this is possible even in idealised circumstances, and practical questions about feasibility.)"
gpt-5.1,2,66,66,What specifically does it mean to be a bad judge and how should this be managed?,"Can projects with strong theoretical, statistical and practical components push back on the idea that marking is a gold standard? Under what circumstances is marking/CJ better than the other in important educational/psychometric senses? What would a perfect such project look like and how close can we get to it in reality?"
gpt-5.1,2,67,67,What specifically does it mean to be a bad judge and how should this be managed?,"What does crowdsourcing reveal about the behaviour of comparative judgement as the number of judges increases, particularly regarding convergence with expert-panel outcomes and the distinctive role of experts?"
gpt-5.1,2,68,2,What specifically does it mean to be a bad judge and how should this be managed?,SSR vs SHR: What is the relationship between the two commonly used measures of reliability - scale separation reliability (SSR) and split-halves reliability (SHR)?
gpt-5.1,2,69,69,What specifically does it mean to be a bad judge and how should this be managed?,"Sliders: Rather than asking judges to make a binary choice, can we get better (more valid and reliable) results by asking judges to use a slider to indicate strength of preference?"
gpt-5.1,2,70,70,What specifically does it mean to be a bad judge and how should this be managed?,How can we relate Bradley-Terry scores to external data using a joint modelling approach?
gpt-5.1,2,71,2,What specifically does it mean to be a bad judge and how should this be managed?,How can we assess the quality of a fitted model in a principled Bayesian framework?
gpt-5.1,2,72,72,What specifically does it mean to be a bad judge and how should this be managed?,How can we develop scalable Bayesian methods for large data sets where typical methods (MCMC) are infeasible?
